index,timestamp,symbol,side,qty,price,notional,fee,cash_delta,slip_bps
0,2024-01-01T00:00:00+00:00,MSFT,buy,1.000000,208.1228,208.12,0.1041,-208.23,32.9175
1,2024-01-01T00:00:00+00:00,NVDA,sell,1.000000,137.8667,137.87,0.0689,137.80,8.2114
2,2024-01-01T00:00:00+00:00,AAPL,sell,1.000000,218.5985,218.60,0.1093,218.49,7.3837
3,2024-01-01T00:00:00+00:00,GOOG,buy,136.800000,98.8259,13519.39,6.7597,-13526.15,21.0776
4,2024-01-01T00:00:00+00:00,XLK,buy,1.000000,100.4538,100.45,0.0502,-100.50,36.0335
5,2024-01-01T00:00:00+00:00,AMZN,sell,1.000000,161.6418,161.64,0.0808,161.56,11.6325
6,2024-01-01T00:00:00+00:00,SOXX,buy,1.000000,100.5183,100.52,0.0503,-100.57,33.6143
7,2024-01-01T02:00:00+00:00,NVDA,buy,1.000000,145.9529,145.95,0.0730,-146.03,94.9573
8,2024-01-01T02:00:00+00:00,GOOG,sell,136.800000,94.6742,12951.43,6.4757,12944.95,41.0252
9,2024-01-01T02:00:00+00:00,XLK,sell,1.000000,100.9976,101.00,0.0505,100.95,26.6962
10,2024-01-01T02:00:00+00:00,SOXX,sell,1.000000,98.7137,98.71,0.0494,98.66,25.8003
11,2024-01-01T02:00:00+00:00,NVDA,buy,1.000000,145.9933,145.99,0.0730,-146.07,94.9573
12,2024-01-01T02:00:00+00:00,XLK,sell,1.000000,100.8277,100.83,0.0504,100.78,26.6962
13,2024-01-01T02:00:00+00:00,SOXX,sell,135.450000,98.6407,13360.88,6.6804,13354.20,25.8070
14,2024-01-01T04:00:00+00:00,SOXX,sell,113.100000,93.3727,10560.45,5.2802,10555.17,48.8354
15,2024-01-01T06:00:00+00:00,AAPL,buy,1.000000,201.2450,201.25,0.1006,-201.35,36.4916
16,2024-01-01T06:00:00+00:00,AMZN,buy,1.000000,162.7437,162.74,0.0814,-162.83,47.7702
17,2024-01-01T06:00:00+00:00,NVDA,sell,1.000000,143.3500,143.35,0.0717,143.28,19.7423
18,2024-01-01T06:00:00+00:00,XLK,buy,1.000000,102.9479,102.95,0.0515,-103.00,34.1843
19,2024-01-01T06:00:00+00:00,SOXX,buy,248.550000,94.9123,23590.44,11.7952,-23602.24,34.8913
20,2024-01-01T06:00:00+00:00,NVDA,sell,1.000000,142.4682,142.47,0.0712,142.40,19.7423
21,2024-01-01T06:00:00+00:00,GOOG,buy,1.000000,98.4789,98.48,0.0492,-98.53,41.7182
22,2024-01-01T06:00:00+00:00,AAPL,buy,1.000000,203.6705,203.67,0.1018,-203.77,36.4916
23,2024-01-01T06:00:00+00:00,AMZN,buy,1.000000,162.9447,162.94,0.0815,-163.03,47.7702
24,2024-01-01T08:00:00+00:00,GOOG,sell,1.000000,97.4740,97.47,0.0487,97.43,21.9753
25,2024-01-01T08:00:00+00:00,AMZN,sell,1.000000,168.2842,168.28,0.0841,168.20,32.9206
26,2024-01-01T08:00:00+00:00,AMZN,sell,1.000000,167.2974,167.30,0.0836,167.21,32.9206
27,2024-01-01T08:00:00+00:00,GOOG,sell,137.550000,97.4054,13398.11,6.6991,13391.41,21.9820
28,2024-01-01T08:00:00+00:00,XLK,buy,132.000000,102.1815,13487.96,6.7440,-13494.71,33.0891
29,2024-01-01T08:00:00+00:00,SOXX,buy,1.000000,95.6031,95.60,0.0478,-95.65,60.8748
30,2024-01-01T10:00:00+00:00,MSFT,sell,1.000000,198.0429,198.04,0.0990,197.94,83.4775
