index,timestamp,symbol,side,qty,price,notional,fee,cash_delta,slip_bps
0,2024-01-01T00:00:00+00:00,MSFT,buy,1.000000,208.1228,208.12,0.1041,-208.23,32.9175
1,2024-01-01T00:00:00+00:00,SOXX,buy,132.450000,102.1285,13526.92,6.7635,-13533.68,24.0562
2,2024-01-01T00:00:00+00:00,NVDA,sell,1.000000,137.8667,137.87,0.0689,137.80,8.2114
3,2024-01-01T00:00:00+00:00,AAPL,sell,1.000000,218.5985,218.60,0.1093,218.49,7.3837
4,2024-01-01T00:00:00+00:00,XLK,buy,1.000000,101.3197,101.32,0.0507,-101.37,35.7941
5,2024-01-01T00:00:00+00:00,AMZN,sell,1.000000,161.6418,161.64,0.0808,161.56,11.6325
6,2024-01-01T00:00:00+00:00,GOOG,sell,1.000000,99.8173,99.82,0.0499,99.77,32.2821
7,2024-01-01T02:00:00+00:00,SOXX,sell,132.450000,100.5225,13314.20,6.6571,13307.55,33.9288
8,2024-01-01T02:00:00+00:00,NVDA,buy,1.000000,145.9529,145.95,0.0730,-146.03,94.9573
9,2024-01-01T02:00:00+00:00,GOOG,buy,1.000000,99.1614,99.16,0.0496,-99.21,15.0121
10,2024-01-01T02:00:00+00:00,NVDA,buy,1.000000,145.9933,145.99,0.0730,-146.07,94.9573
11,2024-01-01T02:00:00+00:00,SOXX,sell,104.100000,100.0787,10418.20,5.2091,10412.99,33.9273
12,2024-01-01T04:00:00+00:00,SOXX,buy,104.100000,101.8413,10601.68,5.3008,-10606.99,26.8266
13,2024-01-01T04:00:00+00:00,SOXX,buy,1.000000,102.0954,102.10,0.0510,-102.15,26.8214
14,2024-01-01T04:00:00+00:00,GOOG,buy,135.300000,99.3699,13444.74,6.7224,-13451.46,9.4243
15,2024-01-01T06:00:00+00:00,AAPL,buy,1.000000,201.2450,201.25,0.1006,-201.35,36.4916
16,2024-01-01T06:00:00+00:00,AMZN,buy,1.000000,162.7437,162.74,0.0814,-162.83,47.7702
17,2024-01-01T06:00:00+00:00,NVDA,sell,1.000000,143.3500,143.35,0.0717,143.28,19.7423
18,2024-01-01T06:00:00+00:00,SOXX,sell,1.000000,103.8411,103.84,0.0519,103.79,29.5770
19,2024-01-01T06:00:00+00:00,GOOG,sell,135.300000,100.2095,13558.34,6.7792,13551.56,25.7424
20,2024-01-01T06:00:00+00:00,NVDA,sell,1.000000,142.4682,142.47,0.0712,142.40,19.7423
21,2024-01-01T06:00:00+00:00,AAPL,buy,1.000000,203.6705,203.67,0.1018,-203.77,36.4916
22,2024-01-01T06:00:00+00:00,SOXX,sell,1.000000,103.6083,103.61,0.0518,103.56,29.5770
23,2024-01-01T06:00:00+00:00,GOOG,sell,103.950000,99.6183,10355.32,5.1777,10350.15,25.7408
24,2024-01-01T08:00:00+00:00,GOOG,buy,103.950000,101.0047,10499.44,5.2497,-10504.69,22.6181
25,2024-01-01T08:00:00+00:00,AMZN,sell,1.000000,167.2974,167.30,0.0836,167.21,32.9206
26,2024-01-01T08:00:00+00:00,GOOG,buy,109.500000,101.2825,11090.43,5.5452,-11095.98,22.6184
27,2024-01-01T10:00:00+00:00,MSFT,sell,1.000000,198.0429,198.04,0.0990,197.94,83.4775
28,2024-01-01T10:00:00+00:00,XLK,sell,1.000000,104.1143,104.11,0.0521,104.06,25.0664
29,2024-01-01T10:00:00+00:00,SOXX,buy,1.000000,105.0882,105.09,0.0525,-105.14,34.5880
30,2024-01-01T10:00:00+00:00,AMZN,buy,1.000000,163.6000,163.60,0.0818,-163.68,60.4573
31,2024-01-01T10:00:00+00:00,GOOG,sell,109.500000,101.0250,11062.24,5.5311,11056.70,22.4384
32,2024-01-01T10:00:00+00:00,AMZN,buy,80.700000,166.9534,13473.14,6.7366,-13479.88,60.4639
33,2024-01-01T10:00:00+00:00,SOXX,buy,126.750000,105.5633,13380.14,6.6901,-13386.83,34.5946
34,2024-01-01T10:00:00+00:00,XLK,sell,127.950000,103.9383,13298.90,6.6495,13292.26,25.0730
35,2024-01-01T10:00:00+00:00,GOOG,sell,1.000000,100.7725,100.77,0.0504,100.72,22.4330
36,2024-01-01T12:00:00+00:00,NVDA,buy,1.000000,137.4750,137.47,0.0687,-137.54,22.3490
37,2024-01-01T12:00:00+00:00,AAPL,sell,1.000000,197.0600,197.06,0.0985,196.96,72.6236
38,2024-01-01T12:00:00+00:00,SOXX,sell,126.750000,106.5467,13504.80,6.7524,13498.05,32.4141
39,2024-01-01T12:00:00+00:00,MSFT,buy,1.000000,199.2304,199.23,0.0996,-199.33,40.3357
40,2024-01-01T12:00:00+00:00,AAPL,sell,1.000000,192.2238,192.22,0.0961,192.13,72.6236
41,2024-01-01T12:00:00+00:00,NVDA,buy,1.000000,138.4487,138.45,0.0692,-138.52,22.3490
42,2024-01-01T12:00:00+00:00,AMZN,buy,63.900000,163.6712,10458.59,5.2293,-10463.82,35.0191
43,2024-01-01T12:00:00+00:00,XLK,sell,100.200000,103.1962,10340.26,5.1701,10335.09,33.1788
44,2024-01-01T12:00:00+00:00,SOXX,sell,1.000000,106.1703,106.17,0.0531,106.12,32.4074
45,2024-01-01T14:00:00+00:00,XLK,buy,228.150000,103.3885,23588.09,11.7940,-23599.89,46.3758
46,2024-01-01T14:00:00+00:00,GOOG,buy,1.000000,101.0521,101.05,0.0505,-101.10,30.5879
47,2024-01-01T14:00:00+00:00,AMZN,buy,48.900000,164.9344,8065.29,4.0326,-8069.32,17.8794
48,2024-01-01T14:00:00+00:00,GOOG,buy,129.600000,101.4842,13152.35,6.5762,-13158.93,30.5944
49,2024-01-01T16:00:00+00:00,AMZN,sell,193.500000,156.9547,30370.74,15.1854,30355.55,16.8736
50,2024-01-01T16:00:00+00:00,AAPL,buy,1.000000,197.1760,197.18,0.0986,-197.27,84.6961
51,2024-01-01T16:00:00+00:00,NVDA,sell,1.000000,136.2172,136.22,0.0681,136.15,88.2476
52,2024-01-01T16:00:00+00:00,GOOG,sell,129.600000,99.0200,12832.99,6.4165,12826.58,16.7070
53,2024-01-01T16:00:00+00:00,AAPL,buy,1.000000,199.0215,199.02,0.0995,-199.12,84.6961
54,2024-01-01T16:00:00+00:00,AMZN,sell,40.350000,156.4957,6314.60,3.1573,6311.44,16.8616
55,2024-01-01T16:00:00+00:00,NVDA,sell,1.000000,134.5025,134.50,0.0673,134.44,88.2476
56,2024-01-01T18:00:00+00:00,MSFT,sell,1.000000,205.2100,205.21,0.1026,205.11,59.7225
57,2024-01-01T18:00:00+00:00,AMZN,buy,40.350000,153.8450,6207.65,3.1038,-6210.75,83.4737
58,2024-01-01T18:00:00+00:00,AMZN,buy,1.000000,158.2500,158.25,0.0791,-158.33,83.4707
59,2024-01-01T18:00:00+00:00,XLK,buy,124.800000,105.7976,13203.55,6.6018,-13210.15,21.6330
60,2024-01-01T20:00:00+00:00,SOXX,buy,1.000000,112.3455,112.35,0.0562,-112.40,34.8430
61,2024-01-01T20:00:00+00:00,XLK,sell,124.800000,105.3057,13142.15,6.5711,13135.58,35.1990
62,2024-01-01T20:00:00+00:00,MSFT,buy,1.000000,215.4872,215.49,0.1077,-215.59,25.4573
63,2024-01-01T20:00:00+00:00,GOOG,buy,1.000000,98.6753,98.68,0.0493,-98.72,19.9668
64,2024-01-01T20:00:00+00:00,XLK,sell,97.050000,104.7321,10164.25,5.0821,10159.17,35.1975
65,2024-01-01T22:00:00+00:00,AAPL,sell,1.000000,185.1350,185.13,0.0926,185.04,67.9257
66,2024-01-01T22:00:00+00:00,NVDA,buy,1.000000,135.7200,135.72,0.0679,-135.79,36.0092
67,2024-01-01T22:00:00+00:00,GOOG,sell,1.000000,98.1525,98.15,0.0491,98.10,9.6212
68,2024-01-01T22:00:00+00:00,AAPL,sell,1.000000,180.8929,180.89,0.0904,180.80,67.9257
69,2024-01-01T22:00:00+00:00,NVDA,buy,1.000000,137.3327,137.33,0.0687,-137.40,36.0092
70,2024-01-01T22:00:00+00:00,GOOG,sell,133.650000,98.0153,13099.75,6.5499,13093.20,9.6278
71,2024-01-01T22:00:00+00:00,XLK,sell,100.350000,107.0319,10740.65,5.3703,10735.28,29.8499
72,2024-01-01T22:00:00+00:00,SOXX,sell,1.000000,109.1691,109.17,0.0546,109.11,38.6190
73,2024-01-02T00:00:00+00:00,XLK,buy,197.400000,109.0610,21528.63,10.7643,-21539.40,31.4232
74,2024-01-02T00:00:00+00:00,SOXX,buy,1.000000,111.1622,111.16,0.0556,-111.22,32.5148
75,2024-01-02T00:00:00+00:00,GOOG,sell,101.250000,98.6893,9992.29,4.9961,9987.30,40.8759
76,2024-01-02T00:00:00+00:00,SOXX,buy,117.150000,111.3633,13046.22,6.5231,-13052.74,32.5212
77,2024-01-02T02:00:00+00:00,AMZN,sell,1.000000,141.2750,141.27,0.0706,141.20,65.4315
78,2024-01-02T02:00:00+00:00,MSFT,sell,1.000000,218.7950,218.79,0.1094,218.69,77.8647
79,2024-01-02T02:00:00+00:00,NVDA,sell,1.000000,128.8305,128.83,0.0644,128.77,67.0413
80,2024-01-02T02:00:00+00:00,GOOG,buy,234.900000,100.7527,23666.80,11.8334,-23678.64,22.1703
81,2024-01-02T02:00:00+00:00,SOXX,sell,117.150000,111.1259,13018.39,6.5092,13011.88,22.1027
82,2024-01-02T02:00:00+00:00,NVDA,sell,1.000000,128.8106,128.81,0.0644,128.75,67.0413
83,2024-01-02T02:00:00+00:00,AMZN,sell,93.150000,138.1600,12869.60,6.4348,12863.17,65.4379
84,2024-01-02T02:00:00+00:00,XLK,buy,120.000000,108.2266,12987.19,6.4936,-12993.69,36.5713
85,2024-01-02T02:00:00+00:00,GOOG,buy,1.000000,100.9727,100.97,0.0505,-101.02,22.1586
86,2024-01-02T02:00:00+00:00,SOXX,sell,1.000000,111.1062,111.11,0.0556,111.05,22.0962
87,2024-01-02T04:00:00+00:00,NVDA,buy,1.000000,132.1058,132.11,0.0661,-132.17,109.1066
88,2024-01-02T04:00:00+00:00,XLK,sell,120.000000,106.1205,12734.46,6.3672,12728.09,27.3207
89,2024-01-02T04:00:00+00:00,GOOG,sell,1.000000,101.1557,101.16,0.0506,101.11,8.7518
90,2024-01-02T04:00:00+00:00,SOXX,buy,1.000000,110.1960,110.20,0.0551,-110.25,24.6593
91,2024-01-02T04:00:00+00:00,MSFT,buy,1.000000,239.9409,239.94,0.1200,-240.06,104.4747
92,2024-01-02T04:00:00+00:00,NVDA,buy,1.000000,133.3998,133.40,0.0667,-133.47,109.1066
93,2024-01-02T04:00:00+00:00,AMZN,sell,71.550000,139.1853,9958.71,4.9794,9953.73,21.8420
94,2024-01-02T04:00:00+00:00,GOOG,sell,1.000000,101.0605,101.06,0.0505,101.01,8.7518
95,2024-01-02T04:00:00+00:00,XLK,sell,1.000000,105.8595,105.86,0.0529,105.81,27.3143
96,2024-01-02T04:00:00+00:00,SOXX,buy,117.000000,110.4250,12919.73,6.4599,-12926.19,24.6657
97,2024-01-02T06:00:00+00:00,AAPL,buy,1.000000,181.0200,181.02,0.0905,-181.11,44.5425
98,2024-01-02T06:00:00+00:00,NVDA,sell,1.000000,129.8050,129.81,0.0649,129.74,11.1662
99,2024-01-02T06:00:00+00:00,GOOG,buy,1.000000,101.4420,101.44,0.0507,-101.49,16.7594
100,2024-01-02T06:00:00+00:00,XLK,buy,1.000000,108.7076,108.71,0.0544,-108.76,37.5094
101,2024-01-02T06:00:00+00:00,SOXX,sell,117.000000,108.3043,12671.60,6.3358,12665.27,36.9021
102,2024-01-02T06:00:00+00:00,AAPL,buy,1.000000,183.7147,183.71,0.0919,-183.81,44.5425
103,2024-01-02T06:00:00+00:00,AMZN,sell,56.850000,137.0259,7789.93,3.8950,7786.03,54.7287
104,2024-01-02T06:00:00+00:00,XLK,buy,1.000000,109.0474,109.05,0.0545,-109.10,37.5094
105,2024-01-02T06:00:00+00:00,GOOG,buy,124.500000,101.9616,12694.23,6.3471,-12700.57,16.7657
106,2024-01-02T06:00:00+00:00,SOXX,sell,93.000000,107.6280,10009.41,5.0047,10004.40,36.9007
107,2024-01-02T06:00:00+00:00,NVDA,sell,1.000000,129.3954,129.40,0.0647,129.33,11.1662
108,2024-01-02T08:00:00+00:00,AMZN,buy,221.550000,142.5824,31589.14,15.7946,-31604.93,38.1881
109,2024-01-02T08:00:00+00:00,GOOG,sell,124.500000,100.8162,12551.62,6.2758,12545.34,24.2777
110,2024-01-02T08:00:00+00:00,NVDA,buy,1.000000,128.7850,128.78,0.0644,-128.85,74.5923
111,2024-01-02T08:00:00+00:00,NVDA,buy,1.000000,132.0678,132.07,0.0660,-132.13,74.5923
112,2024-01-02T08:00:00+00:00,AMZN,buy,1.000000,142.8030,142.80,0.0714,-142.87,38.1724
113,2024-01-02T08:00:00+00:00,SOXX,sell,98.550000,106.3074,10476.59,5.2383,10471.35,39.7620
114,2024-01-02T08:00:00+00:00,GOOG,sell,98.550000,100.3549,9889.97,4.9450,9885.03,24.2763
115,2024-01-02T10:00:00+00:00,MSFT,sell,1.000000,224.0992,224.10,0.1120,223.99,111.6724
116,2024-01-02T10:00:00+00:00,AAPL,sell,1.000000,176.9541,176.95,0.0885,176.87,92.1552
117,2024-01-02T10:00:00+00:00,SOXX,buy,191.550000,106.9719,20490.46,10.2452,-20500.71,37.1085
118,2024-01-02T10:00:00+00:00,NVDA,sell,1.000000,128.8768,128.88,0.0644,128.81,25.0190
119,2024-01-02T10:00:00+00:00,NVDA,sell,1.000000,127.9491,127.95,0.0640,127.89,25.0190
120,2024-01-02T10:00:00+00:00,AAPL,sell,1.000000,171.4553,171.46,0.0857,171.37,92.1551
121,2024-01-02T10:00:00+00:00,SOXX,buy,1.000000,107.4110,107.41,0.0537,-107.46,37.0983
122,2024-01-02T10:00:00+00:00,GOOG,sell,103.500000,101.2298,10477.29,5.2386,10472.05,15.8887
123,2024-01-02T12:00:00+00:00,GOOG,buy,202.050000,100.5039,20306.81,10.1534,-20316.97,24.2247
124,2024-01-02T12:00:00+00:00,NVDA,buy,1.000000,124.9350,124.94,0.0625,-125.00,42.8608
125,2024-01-02T12:00:00+00:00,AAPL,buy,1.000000,186.7424,186.74,0.0934,-186.84,48.0148
126,2024-01-02T12:00:00+00:00,NVDA,buy,1.000000,126.7208,126.72,0.0634,-126.78,42.8608
127,2024-01-02T12:00:00+00:00,GOOG,buy,1.000000,100.5286,100.53,0.0503,-100.58,24.2146
128,2024-01-02T12:00:00+00:00,AAPL,buy,1.000000,186.9031,186.90,0.0935,-187.00,48.0148
129,2024-01-02T12:00:00+00:00,MSFT,buy,1.000000,231.2634,231.26,0.1156,-231.38,7.5056
130,2024-01-02T14:00:00+00:00,SOXX,sell,1.000000,104.7236,104.72,0.0524,104.67,28.4190
131,2024-01-02T14:00:00+00:00,NVDA,sell,1.000000,123.4200,123.42,0.0617,123.36,22.1218
132,2024-01-02T14:00:00+00:00,GOOG,sell,1.000000,99.5317,99.53,0.0498,99.48,31.5759
133,2024-01-02T14:00:00+00:00,AAPL,sell,1.000000,190.5350,190.54,0.0953,190.44,70.9141
134,2024-01-02T14:00:00+00:00,MSFT,sell,1.000000,226.0233,226.02,0.1130,225.91,54.8554
135,2024-01-02T14:00:00+00:00,NVDA,sell,1.000000,122.5583,122.56,0.0613,122.50,22.1218
136,2024-01-02T14:00:00+00:00,AAPL,sell,1.000000,185.9718,185.97,0.0930,185.88,70.9141
137,2024-01-02T14:00:00+00:00,SOXX,sell,121.800000,104.3041,12704.24,6.3521,12697.89,28.4253
138,2024-01-02T14:00:00+00:00,GOOG,sell,127.950000,99.1791,12689.97,6.3450,12683.62,31.5822
139,2024-01-02T16:00:00+00:00,AAPL,buy,1.000000,195.1950,195.19,0.0976,-195.29,71.9568
140,2024-01-02T16:00:00+00:00,AAPL,buy,1.000000,199.9888,199.99,0.1000,-200.09,71.9568
141,2024-01-02T16:00:00+00:00,SOXX,sell,96.600000,102.1251,9865.28,4.9326,9860.35,44.2949
142,2024-01-02T16:00:00+00:00,GOOG,sell,97.950000,100.3149,9825.85,4.9129,9820.94,6.3679
143,2024-01-02T18:00:00+00:00,AMZN,sell,1.000000,138.3916,138.39,0.0692,138.32,112.7647
144,2024-01-02T18:00:00+00:00,AAPL,sell,1.000000,192.7800,192.78,0.0964,192.68,94.2959
145,2024-01-02T18:00:00+00:00,AMZN,sell,1.000000,138.0654,138.07,0.0690,138.00,112.7647
146,2024-01-02T18:00:00+00:00,MSFT,buy,1.000000,246.6215,246.62,0.1233,-246.74,60.4338
147,2024-01-02T18:00:00+00:00,SOXX,sell,72.750000,103.1247,7502.32,3.7512,7498.57,43.2584
148,2024-01-02T18:00:00+00:00,GOOG,sell,74.400000,100.8527,7503.44,3.7517,7499.69,17.1001
149,2024-01-02T18:00:00+00:00,AAPL,sell,1.000000,186.6037,186.60,0.0933,186.51,94.2959
150,2024-01-02T20:00:00+00:00,AMZN,buy,1.000000,142.8250,142.82,0.0714,-142.90,73.7160
151,2024-01-02T20:00:00+00:00,MSFT,sell,1.000000,233.7359,233.74,0.1169,233.62,76.1729
152,2024-01-02T20:00:00+00:00,AMZN,buy,1.000000,146.4215,146.42,0.0732,-146.49,73.7160
153,2024-01-02T20:00:00+00:00,SOXX,sell,57.600000,103.0522,5935.81,2.9679,5932.84,35.7730
154,2024-01-02T20:00:00+00:00,GOOG,sell,62.850000,96.9098,6090.78,3.0454,6087.73,33.1886
155,2024-01-02T22:00:00+00:00,NVDA,buy,1.000000,131.5860,131.59,0.0658,-131.65,64.7077
156,2024-01-02T22:00:00+00:00,GOOG,buy,363.150000,99.6274,36179.68,18.0898,-36197.76,35.4994
157,2024-01-02T22:00:00+00:00,AAPL,buy,1.000000,185.0250,185.02,0.0925,-185.12,53.9121
158,2024-01-02T22:00:00+00:00,AMZN,sell,1.000000,142.1600,142.16,0.0711,142.09,89.1002
159,2024-01-02T22:00:00+00:00,AMZN,sell,1.000000,137.8606,137.86,0.0689,137.79,89.1002
160,2024-01-02T22:00:00+00:00,AAPL,buy,1.000000,188.3902,188.39,0.0942,-188.48,53.9121
161,2024-01-02T22:00:00+00:00,NVDA,buy,1.000000,133.8204,133.82,0.0669,-133.89,64.7077
162,2024-01-02T22:00:00+00:00,MSFT,buy,1.000000,240.8935,240.89,0.1204,-241.01,74.1672
163,2024-01-02T22:00:00+00:00,SOXX,sell,42.150000,104.5367,4406.22,2.2031,4404.02,34.5685
164,2024-01-03T00:00:00+00:00,XLK,sell,1.000000,106.3173,106.32,0.0532,106.26,26.0705
165,2024-01-03T00:00:00+00:00,AMZN,buy,1.000000,141.8406,141.84,0.0709,-141.91,63.1823
166,2024-01-03T00:00:00+00:00,AMZN,buy,1.000000,144.6079,144.61,0.0723,-144.68,63.1823
167,2024-01-03T00:00:00+00:00,XLK,sell,1.000000,106.0530,106.05,0.0530,106.00,26.0704
168,2024-01-03T00:00:00+00:00,SOXX,sell,33.150000,103.3239,3425.19,1.7126,3423.47,54.5999
169,2024-01-03T02:00:00+00:00,SOXX,buy,424.050000,103.5358,43904.36,21.9522,-43926.32,37.1719
170,2024-01-03T02:00:00+00:00,MSFT,sell,1.000000,226.8183,226.82,0.1134,226.70,106.5048
171,2024-01-03T02:00:00+00:00,AMZN,sell,1.000000,139.3600,139.36,0.0697,139.29,56.3870
172,2024-01-03T02:00:00+00:00,AMZN,sell,1.000000,136.7247,136.72,0.0684,136.66,56.3870
173,2024-01-03T02:00:00+00:00,GOOG,buy,1.000000,101.9441,101.94,0.0510,-102.00,35.7973
174,2024-01-03T02:00:00+00:00,SOXX,buy,1.000000,104.3475,104.35,0.0522,-104.40,37.1501
175,2024-01-03T04:00:00+00:00,AMZN,buy,1.000000,147.7769,147.78,0.0739,-147.85,72.7232
