timestamp,open,high,low,close,volume
2022-01-03,100.88232186919194,101.1079143176036,100.7533700626325,101.04342830602246,935648.1769619856
2022-01-04,100.75411032526888,100.98166949800796,100.5792176540701,100.81453604012201,1092784.0128081236
2022-01-05,102.1714074508557,102.17896969510632,102.07794936259317,102.17087169748457,1005701.3124897084
2022-01-06,105.33909155492024,105.46471260956197,105.22552316284312,105.33414289434336,1026859.2278863257
2022-01-07,104.84631411223108,104.94177593970296,104.74380658801847,104.8935230651445,1152846.8426412533
2022-01-10,104.51984047396164,104.54504373729742,104.31546650107563,104.45478082079403,1050783.5756289624
2022-01-11,107.6910387495632,107.8227268359221,107.66096037218844,107.80613478146867,1053829.6079049632
2022-01-12,109.49912863618123,109.6672290282496,109.49256447223492,109.51472128580015,1107250.7337309802
2022-01-13,108.55424854711345,108.62803828969709,108.47434535038582,108.54119151591328,963504.7270457115
2022-01-14,109.82973601380651,109.98893790018367,109.6185541683182,109.77326438366615,916079.0332660994
2022-01-17,108.8881648944899,108.90239795851754,108.76680591320131,108.81073355759456,895519.0805978966
2022-01-18,107.73031654045658,107.91962014359851,107.58521836203518,107.8516110018618,803364.3410623998
2022-01-19,108.26111712454117,108.54444856121664,108.05110960129294,108.42745722316405,1205620.7129940323
2022-01-20,104.4659320955802,104.63113936046913,104.31303489707156,104.33262871410444,889679.1634278317
2022-01-21,100.81898322361778,100.88325583010898,100.64991372363586,100.78549079282308,977874.6376414228
2022-01-24,99.62784908596133,99.82728088487644,99.53942932619985,99.70247504619478,972318.6700111079
2022-01-25,97.88428915024771,98.05773575442578,97.56299913649717,97.73269089369482,1030740.66978091
2022-01-26,98.40718388596659,98.5283946099827,98.3609403963465,98.39580198755571,1081573.7212539297
2022-01-27,96.7720733530089,96.81716129576718,96.5241889498762,96.65808474585111,1086047.3488359745
2022-01-28,93.98254750168591,93.98713399690934,93.81867658707236,93.97620237121312,941692.2561431061
2022-01-31,96.97734746118545,97.1461072228252,96.59507699395891,96.77791257866456,983287.8286213588
2022-02-01,96.55849442571187,96.56260191028993,96.25758275744091,96.38929835353747,1028257.9950488299
2022-02-02,96.54363103963193,96.73660873816794,96.44763292567464,96.56767292809309,975130.8873816453
2022-02-03,93.95546022018452,94.05485328389467,93.7482768740739,93.86426442753402,1160734.5576019993
2022-02-04,92.94918335782222,93.1237545092112,92.72781104127283,92.88923487965552,1049097.495163825
2022-02-07,93.26922652495782,93.41823031408124,93.03545460638095,93.14174978687572,1073487.7786049817
2022-02-08,90.95635885213699,91.22592179042252,90.95083105952449,91.04420954587778,1066288.1268667413
2022-02-09,91.83679580578048,91.90121230454513,91.60296077029398,91.7738342328154,1117347.3857485326
2022-02-10,90.81328021105176,90.95262198116643,90.59215887966806,90.71726283868333,1018102.1558703707
2022-02-11,90.07469127574,90.30592347512867,89.95281780700441,90.23338829873472,870316.8052044153
2022-02-14,89.08708653305438,89.27822719720342,89.048658791125,89.19262446521985,1039968.7951752641
2022-02-15,92.35269840299841,92.65755231076469,92.23099870076938,92.54141182777296,934864.3106208171
2022-02-16,92.53776446463094,92.72444131686318,92.4648698014281,92.56270148902674,947138.3318250243
2022-02-17,90.71593706517477,90.89448117329229,90.53282152067712,90.65089122019872,1058636.4018755094
2022-02-18,92.32600380145641,92.46786702971444,92.16785216174183,92.18750525282469,1123828.3071433636
2022-02-21,89.98933564361599,90.0645247539784,89.8642790457575,89.98266839755948,1002127.1576736062
2022-02-22,90.55077441750758,90.62708282323244,90.22284072287665,90.40354180395096,1030883.3012598964
2022-02-23,86.78558273902928,87.03372112418943,86.77721451925417,86.90552117553055,1170221.4944635238
2022-02-24,84.49626488114725,84.68086032548798,84.33112974373729,84.64043992016657,1024075.3179488569
2022-02-25,85.01128612862492,85.03479270856846,84.94210259047087,85.01600857227048,1260168.3114180395
2022-02-28,86.34729647977063,86.40853780893885,86.16382951723065,86.3141461984611,1056550.9645631544
2022-03-01,86.65030030672015,86.70291372641671,86.51471243242162,86.65313340908853,823923.7240844183
2022-03-02,86.31720871224148,86.54729320962062,86.21932219035584,86.49603425494665,1075334.1621104532
2022-03-03,86.01073079779634,86.05858588914685,85.88370168550682,86.01839676071448,1038115.8384882777
2022-03-04,83.40885770711378,83.52483519689245,83.26230574822164,83.5178041353575,1128975.2754082745
2022-03-07,82.41231921919407,82.41526528402397,82.29059918150094,82.35716688533155,1067318.1351269959
2022-03-08,81.6695363229782,81.83086998214932,81.58620966827392,81.63960738609843,986154.4016016226
2022-03-09,83.328095987768,83.47784616948671,83.2168374163419,83.4064880599441,877570.1763710635
